id1,id2,timestamp
2ba1a16f86c3d101c1b5b586bf631e0d,23bf971d342f29c6208178382a79b03b,01043:121.54792-31.27682001+010321:121.54792-31.27682001+123023:121.54792-31.27682001+01048:121.54792-31.27682001+010115:121.54792-31.27682001+010324:121.54792-31.27682001+010313:121.54792-31.27682001+123114:121.54792-31.27682001+01041:121.54792-31.27682001+01046:121.54792-31.27682001+12312:121.54792-31.27682001+01044:121.54792-31.27682001+123022:121.54792-31.27682001+010323:121.54792-31.27682001+01042:121.54792-31.27682001+123016:121.54792-31.27682001+01045:121.54792-31.27682001+01047:121.54792-31.27682001+
b6cb895dd93acf9c5331eb61ff68a6e2,81d57a50249ad596e6cd3242cd8def56,123016:121.44227-31.22086001+123014:121.44227-31.22086001+123010:121.44227-31.22086001+
043599d994c55276cc473e643fc957d3,57e382184c8fb12a58e9f7316387e93e,12306:121.51657-31.26048001+122921:121.51657-31.26048001+122917:121.51657-31.26048001+122923:121.51657-31.26048001+122915:121.51657-31.26048001+122924:121.51657-31.26048001+122824:121.51657-31.26048001+122922:121.51657-31.26048001+12305:121.51657-31.26048001+12303:121.51657-31.26048001+122916:121.51657-31.26048001+
70813b9294ba321331e3167ea968b804,9d1fa985f3fade974e955acbbfdc776c,010216:121.54944-31.18493001+01029:121.54944-31.18493001+122715:121.54944-31.18493001+122712:121.54944-31.18493001+010211:121.54944-31.18493001+122710:121.54944-31.18493001+010212:121.54944-31.18493001+123118:121.54944-31.18493001+010314:121.54944-31.18493001+010219:121.54944-31.18493001+123119:121.54944-31.18493001+122716:121.54944-31.18493001+12278:121.54944-31.18493001+010215:121.54944-31.18493001+010210:121.54944-31.18493001+122711:121.54944-31.18493001+12279:121.54944-31.18493001+122714:121.54944-31.18493001+010315:121.54944-31.18493001+01028:121.54944-31.18493001+010213:121.54944-31.18493001+010318:121.54944-31.18493001+
8f6f50d6ba8f6d01045d515ef8e856b2,534db5fd5682b884d352e398efa4bcb5,01069:121.43806-31.26972001+010515:121.43806-31.26972001+122920:121.43806-31.26972001+
7a70d0a90b97b4c5f3b72235e5b76288,7e6daf28537b040a1e07e84fcf3694ef,010218:121.47094-31.23601001+010219:121.47094-31.23601001+
0837ce6f83f6ca2f67d649536aab5b51,8fcd9e02aa8c04561caf47f8d2b692bf,010411:121.4411667-31.19747223+010414:121.4411667-31.19747223+010415:121.4411667-31.19747223+010515:121.4411667-31.19747223+
a9addf07c2b76866641c912ac9416f4a,1a799d79f05dd719ceb3e108047f2899,122822:121.4246-31.18587001+122820:121.4246-31.18587001+
bdb33bde09c57112f54c3edeecfefff5,40777b83f8f813bdd52bc78660b92137,122724:121.42897-31.12278+12274:121.42897-31.12278+12272:121.42897-31.12278+12276:121.42897-31.12278+12275:121.42897-31.12278+12273:121.42897-31.12278+
2b58a006a6d875b95a3855cf13b57168,e135563af1182760f09d81e59dbf7035,122716:121.4175-31.19619001+122718:121.4175-31.19619001+
8ffcf46b7f5580e4b6b3723d356dc675,aced0e55e55c03dec482c1a832c880b5,122911:121.43861-31.18806001+122912:121.43861-31.18806001+122917:121.43861-31.18806001+010417:121.43861-31.18806001+
d60c91bd71e0f04532263dfcaf75918b,2af6a28e7735d93df7c790b03a121822,12279:121.47552-31.23922001+12278:121.47552-31.23922001+
f3e9b0085da9249e6d3312dc37e9b55d,0b0dbf90c4dfa09719421cc5b3c3faf9,010414:121.55907-31.29085001+010615:121.55907-31.29085001+
a13a6b79d2c26b85b97cb74fb79fbda8,0b0dbf90c4dfa09719421cc5b3c3faf9,12311:121.54792-31.27682001+123120:121.54792-31.27682001+12278:121.54792-31.27682001+12314:121.54792-31.27682001+12273:121.54792-31.27682001+12302:121.54792-31.27682001+12316:121.54792-31.27682001+122720:121.54792-31.27682001+01061:121.54792-31.27682001+12307:121.54792-31.27682001+122922:121.54792-31.27682001+01025:121.54792-31.27682001+12305:121.54792-31.27682001+12303:121.54792-31.27682001+12279:121.54792-31.27682001+01019:121.54792-31.27682001+01028:121.54792-31.27682001+01064:121.54792-31.27682001+12317:121.54792-31.27682001+12271:121.54792-31.27682001+122819:121.54792-31.27682001+12274:121.54792-31.27682001+01023:121.54792-31.27682001+123021:121.54792-31.27682001+12276:121.54792-31.27682001+12312:121.54792-31.27682001+12272:121.54792-31.27682001+122923:121.54792-31.27682001+122721:121.54792-31.27682001+12315:121.54792-31.27682001+01062:121.54792-31.27682001+12301:121.54792-31.27682001+12277:121.54792-31.27682001+01065:121.54792-31.27682001+01067:121.54792-31.27682001+12306:121.54792-31.27682001+123024:121.54792-31.27682001+01026:121.54792-31.27682001+123022:121.54792-31.27682001+12318:121.54792-31.27682001+01024:121.54792-31.27682001+01022:121.54792-31.27682001+01063:121.54792-31.27682001+01068:121.54792-31.27682001+12313:121.54792-31.27682001+12304:121.54792-31.27682001+01027:121.54792-31.27682001+12275:121.54792-31.27682001+122924:121.54792-31.27682001+
6c86df65f69ab8ec961e91b05c2a6ec6,b37cf05bdd907956ec87fd7413bf36f7,010115:121.40966-31.21061001+010116:121.40966-31.21061001+
0ff5c26c17f61d1fbef8d851c34cd4d4,0f64a02b305bd6321abbc871d3d535f4,010420:121.51673-31.14367001+010124:121.51673-31.14367001+
711db3fa102ce20fb598717cab22df00,0749521f8e362cd8e901ee9fea0df5dc,12271:121.51-31.22830001+01052:121.51-31.22830001+010421:121.51-31.22830001+12279:121.51-31.22830001+01057:121.51-31.22830001+01051:121.51-31.22830001+
1d54d158caa3c9fc8c4bc0ea7c8e8e8f,0e18c354dc7cfcbf61fc5492a28b541d,122711:121.47589-31.20974001+010212:121.4778-31.23950001+
70813b9294ba321331e3167ea968b804,664db92510df93eb613c67de78208f20,010211:121.54944-31.18493001+010212:121.54944-31.18493001+
4a490cde957954c7b04a7bdcd27f907a,3f8d3e3c4acdc7ff19c95635f6b53850,122912:121.5114-30.84606001+122917:121.5114-30.84606001+122915:121.5114-30.84606001+122911:121.5114-30.84606001+
b17bdff6f263073b5ca2c2aa76b4b5e9,aa1c008ec52aad2d60818a04b943585b,122815:121.39008-31.22551001+122816:121.39008-31.22551001+
0114aa1eed19eb6046a572566bd6e1c8,a038627834472c6007d8d49dead98203,010119:121.7739-31.49130001+010117:121.7739-31.49130001+
3e689eaa7347607926149bfffd062054,10004f6805d1ab0a663d65b12f67cd42,12272:121.48215-31.21176001+010214:121.48215-31.21176001+010210:121.48215-31.21176001+010216:121.48215-31.21176001+
0cc2492d478ad3716d877f94682f64e7,d19774c56f1f8ae3f811f474dcc87546,122714:121.222-31.05190001+122711:121.222-31.05190001+
648d1b0472f29c729cc75f0f688a22a9,ba3c94c27c52a13de613621569102ae3,010420:121.49453-31.27447001+122814:121.49453-31.27447001+
942e825947665da76befc77a2f4935c6,3f1c9ce46586998e0978de10bb1816e6,010419:121.40333-31.21361001+122810:121.40721-31.21961001+
d9fcddda9ca74f4c786bb956feff9d81,950c10912ecf47611d8fc210c2e6b368,122913:121.47916-31.23264001+122912:121.47916-31.23264001+
15ea0f4868068954894718836ad66ae7,522e470907e72d7d062c4fb6497a7128,12276:121.52548-31.21688+12278:121.52548-31.21688+12316:121.52548-31.21688+12318:121.52548-31.21688+12314:121.52548-31.21688+12312:121.52548-31.21688+12274:121.52548-31.21688+12277:121.52548-31.21688+12275:121.52548-31.21688+12317:121.52548-31.21688+12315:121.52548-31.21688+12313:121.52548-31.21688+12273:121.52548-31.21688+
e2c2df36bbc925db691789b720dc1fc2,acbbe8e5d6e79e90cf35ca906962252e,010512:121.45419-31.24132001+010515:121.45419-31.24132001+010514:121.45419-31.24132001+
6cb3af0bd95e1c5b200b3d612e432e58,a9ab2ba581ea3c9e96463cd64d372043,123016:121.49998-31.24314001+123011:121.49998-31.24314001+
02d7b467928a56f39067b7b27ea228fb,258e11f139132a5921604302583c9892,010318:121.44086-31.32584001+010317:121.44086-31.32584001+
49e13d23fa243f0de32aaa28ff7c0769,4936aa02ba3cfdba50b2ef54b8017a3f,123021:121.52793-31.28212001+12311:121.52793-31.28212001+
63b303e0111dd38173d7cf1d66880f93,97e50d87c57a9d07a258113bb54a8634,01057:121.42212-31.27336001+122816:121.42212-31.27336001+01052:121.42212-31.27336001+01064:121.42212-31.27336001+01062:121.42212-31.27336001+01067:121.42212-31.27336001+01051:121.42212-31.27336001+01053:121.42212-31.27336001+
6319dab9acc8f545d50c7aee74b4fe6a,92af576960f5f5e1727303859cddfdd7,122921:121.39756-31.24996001+12316:121.40069-31.24175001+
4114e84946d75e317bc1a49fb163f626,5ad5416c50567bed54e8156d0eeb2bda,010510:121.5158-31.08537+123121:121.5158-31.08537+010612:121.5158-31.08537+12272:121.5158-31.08537+01031:121.5158-31.08537+010614:121.5158-31.08537+010611:121.5158-31.08537+123122:121.5158-31.08537+01024:121.5158-31.08537+
8fb2b990ff2719508c9f99f3c85c8736,a75fec7a171a794e9a5638110c1dff24,123112:121.38726-31.18293001+123111:121.38726-31.18293001+
53bcf1a55d27b68897f515b03a6ac73b,1afea26d9c5f71c05e50fab015584c00,010513:121.43058-31.22626001+122912:121.43058-31.22626001+010511:121.43058-31.22626001+122815:121.43058-31.22626001+010517:121.43058-31.22626001+010512:121.43058-31.22626001+122816:121.43058-31.22626001+010612:121.43058-31.22626001+122914:121.43058-31.22626001+010615:121.43058-31.22626001+
1ce7a38e436829f675fb35fae829e86d,386b7efc46a3896fbed4a55611675736,122824:121.42723-31.25086001+12293:121.42723-31.25086001+
973b4c52b8d803d970d0d4fecf51cea4,82986a5006548be328229c70aa67745f,123116:121.46471-31.20776001+123117:121.46471-31.20776001+
039b844bc84a297138fe56363598b00f,2e38e57d65d905c3e3456982de37ca43,12304:121.47354-31.23513001+010524:121.47354-31.23513001+
147356842743d74155aedf114e5903fa,a945808ccdbdb3ac2e0f27b0a89b54b4,123017:121.39524-31.31498001+122923:121.37893-31.31719+
70813b9294ba321331e3167ea968b804,a48d121219ec9a9bae4b363a22c87786,12298:121.54944-31.18493001+01048:121.54944-31.18493001+12278:121.54944-31.18493001+
f4ac668d74f49d9afb097669f8af08e7,e2c2df36bbc925db691789b720dc1fc2,12288:121.41397-31.19547001+12318:121.41397-31.19547001+
dc364f66b9299b4a00591287d57c9ec3,fd5698323bde79b1b1045e0419df82f3,010213:121.46666-31.23527001+010210:121.46666-31.23527001+
64af3f933c5803397b5e4ba7f68c03ee,cf420bc6b0cd32bbd071089012ea3cb6,010611:121.46496-31.19942001+122810:121.46496-31.19942001+010511:121.46496-31.19942001+123111:121.46496-31.19942001+122811:121.46496-31.19942001+010410:121.46496-31.19942001+122916:121.46496-31.19942001+010512:121.46496-31.19942001+122816:121.46496-31.19942001+010413:121.46496-31.19942001+122914:121.46496-31.19942001+
38ce7506e22c4ec4d23d45b34ccb31ef,d51a8384e8fc1eb237396eb869a16152,010119:121.41833-31.17555001+123021:121.41833-31.17555001+
4dabc1407428721f944a42ca87e53aff,8fcd9e02aa8c04561caf47f8d2b692bf,123110:121.4411667-31.19747223+010414:121.4411667-31.19747223+
b70fed151a1602707f4ff52224ad895f,d51a8384e8fc1eb237396eb869a16152,01056:121.41833-31.17555001+01051:121.41833-31.17555001+01057:121.41833-31.17555001+01054:121.41833-31.17555001+01055:121.41833-31.17555001+010424:121.41833-31.17555001+01058:121.41833-31.17555001+
38f1c1faef2e4f605c6117000240350e,536ff3db98687cef1279c94eef0d4d9d,122717:121.40083-31.22528001+122716:121.40083-31.22528001+
7bdea42b0807e9a67f62a519eed987e0,2d5e730a12535f9aa2778766b3df145f,010417:121.48276-31.29193001+010512:121.48276-31.29193001+010414:121.48276-31.29193001+
7ddbb6838b9086a816897e0898ad3cd2,8813d478fe354c0b045440e08405b675,122910:121.45404-31.03627001+122911:121.45404-31.03627001+
a2591dac42fdb268a1de31ce587c89b8,40353287c16bc176212bdb9a281c5c68,01032:121.4018333-31.22219445+12301:121.4018333-31.22219445+01031:121.4018333-31.22219445+12272:121.4018333-31.22219445+01036:121.4018333-31.22219445+01035:121.4018333-31.22219445+01034:121.4018333-31.22219445+01038:121.4018333-31.22219445+
f6fdc5ef7813f09ac0081203ba65a929,f9316a1064cc196a6a37a932c8733214,12288:121.42306-31.22528001+12308:121.42306-31.22528001+
bc0c2b70f0c379d5a15c0129f9890bc0,9829d29f0a0e92c35c7835717fc2ebb5,123023:121.40813-31.27258001+123024:121.40813-31.27258001+
a145ab366d27c5469e1de1317664de0a,93328ae4a8b698ce40b62fb08eb5aca2,010311:121.5893-31.28280001+010310:121.5893-31.28280001+
4114e84946d75e317bc1a49fb163f626,bf1c4115468b9861338cbd245127790c,122824:121.5158-31.08537+123121:121.5158-31.08537+122822:121.5158-31.08537+010224:121.5158-31.08537+12273:121.5158-31.08537+12286:121.5158-31.08537+010123:121.5158-31.08537+01032:121.5158-31.08537+122723:121.5158-31.08537+01039:121.5158-31.08537+123123:121.5158-31.08537+010119:121.5158-31.08537+01031:121.5158-31.08537+010312:121.5158-31.08537+01016:121.5158-31.08537+01019:121.5158-31.08537+123022:121.5158-31.08537+01014:121.5158-31.08537+010122:121.5158-31.08537+01025:121.5158-31.08537+12274:121.5158-31.08537+01038:121.5158-31.08537+123122:121.5158-31.08537+12271:121.5158-31.08537+01022:121.5158-31.08537+010124:121.5158-31.08537+01013:121.5158-31.08537+010118:121.5158-31.08537+01024:121.5158-31.08537+01018:121.5158-31.08537+
c74145387d4c217bd9ac23a2e9248ed6,25f1936af83b0bd8468f536a3671ca5b,123014:121.30987-31.12215001+010412:121.30987-31.12215001+123114:121.30987-31.12215001+123017:121.30987-31.12215001+010410:121.30987-31.12215001+010415:121.30987-31.12215001+01049:121.30987-31.12215001+123015:121.30987-31.12215001+010416:121.30987-31.12215001+010414:121.30987-31.12215001+123016:121.30987-31.12215001+122810:121.30987-31.12215001+
2b58a006a6d875b95a3855cf13b57168,a7ab8fff321d9a9a73cf459fd9b4e963,010222:121.4175-31.19619001+010221:121.4175-31.19619001+
371b30e6203acca340c0ea9fa22ade4a,27fa0e2c3d54ede6fd6aa12ff7d459e3,01063:121.43936-31.18538001+010112:121.43936-31.18538001+01061:121.43936-31.18538001+
c97725f908a4ca2945298e249b42d987,8d4cbac4bf04cbcfffec42e791f4b760,01058:121.63481-31.02834001+123118:121.63481-31.02834001+122924:121.63481-31.02834001+
a0eea8ef34a9739be42259f18ef8f5d7,e1356c63a7fbb0235163fc5a0002bac4,123019:121.48731-31.22773001+122915:121.48731-31.22773001+
dc7f0f80ca55d447781e7b381c26960e,5ceea0cf888826296fa0359e0f3d14c6,12288:121.41831-31.17318001+01068:121.41831-31.17318001+01048:121.41831-31.17318001+
bc00a54eba1cd717d10a1d47ded935a4,7055bde64ae9346477f00451a4fe71e8,01013:121.54944-31.18493001+01043:121.54944-31.18493001+01023:121.54944-31.18493001+
8500bb183b5244944a2202e29c954f94,1ac7efce3e65558e6d344e48eb4e2cfc,01062:121.532579-31.15461801+12286:121.532579-31.15461801+12291:121.532579-31.15461801+12287:121.532579-31.15461801+010612:121.532579-31.15461801+01065:121.532579-31.15461801+12292:121.532579-31.15461801+12285:121.532579-31.15461801+01068:121.532579-31.15461801+01066:121.532579-31.15461801+01063:121.532579-31.15461801+01064:121.532579-31.15461801+01061:121.532579-31.15461801+12293:121.532579-31.15461801+
04c5fa5012c4f5ca6f6a8b510d346024,2c941387893748345e2d6a6060f8813a,01037:121.41117-31.26132001+01045:121.41117-31.26132001+
b6c8932cc749b08c48642cd0132ddc2f,bfe67e4d93d0b1d2eb59a277f78753ae,122720:121.43247-31.26429001+12292:121.43247-31.26429001+122719:121.43247-31.26429001+12274:121.43247-31.26429001+122723:121.43247-31.26429001+122819:121.43247-31.26429001+12281:121.43247-31.26429001+122721:121.43247-31.26429001+122722:121.43247-31.26429001+
d14a99e6308f45c6269b2e4111c80460,50f5fb1fa9a0a559452bfe1a5e6f46b9,010411:121.47908-31.2571+010410:121.47908-31.2571+
cdf9389737ed0ca17379986ad63cc9a2,8b186c79da17dff4934da021973bfc65,010521:121.47861-31.20417001+010321:121.47861-31.20417001+
8b9593ed149fc6702abd29bf067b483b,1a716f704868d005fbef5fe95f12bb58,010423:121.0819889-31.1537806+010422:121.0819889-31.1537806+
5ae2c16441799e5426f822cc27a172de,2db58648e9c278dcd6fd0f8381305e68,12319:121.516-31.24090001+010413:121.516-31.24090001+
8a69d587dd2085ec1161dc9130878a1e,b59661fc86f72a9a38a06dcba28117df,010512:121.3152-31.13886001+123123:121.3152-31.13886001+
3ae60f60c5766141be47d7f5a55dd2ae,7055bde64ae9346477f00451a4fe71e8,01067:121.54944-31.18493001+122714:121.5461-31.19650001+
d32bd9b620eeddedff6f6eaa360eb7c7,e632d0282b5426bacf572c25c9bcec20,122813:121.50414-31.10109001+010218:121.4735-31.23763001+
116e50c06e08fae48b0d75f66c94dbd4,dd5bb87acb732058ff08482a622b6a5c,01058:121.42337-31.26472001+12298:121.42337-31.26472001+
5138b926d55fb1f5fe0efecfbc8e70aa,3cfa012556d10fa6c5f81691752c10db,123017:121.414027-31.24256401+123016:121.414027-31.24256401+
55e5aae4445de3a8d05dfc4198bbe7cf,7bcad96872848f41fdc49d1d19f9fdf8,01011:121.34123-31.16363001+01012:121.34123-31.16363001+123124:121.34123-31.16363001+
d6eb7a508ef2c6804faa1b988859c42c,b6bf7cfd23334c438260a80c489bcca0,123018:121.49628-31.27695001+123014:121.49628-31.27695001+010315:121.49628-31.27695001+010316:121.49628-31.27695001+010318:121.49628-31.27695001+010216:121.49628-31.27695001+
44e68f641faa1645be6d5c1acd1b5e35,fc2a056e8a9c814f960fdbed91edfd83,01042:121.8389194-30.8658611+122916:121.144-31.0236389+
c1529ec8f263c0621a0359ff45f3584d,71452d88e68b39c0ad902e1acb86464d,010220:121.42934-31.13303001+010221:121.42934-31.13303001+
3194220e0fe0bbba450a131f2ba81c49,cdf9389737ed0ca17379986ad63cc9a2,010322:121.47861-31.20417001+010422:121.47861-31.20417001+
8eb85ec9a057b1c660a90dcf5cebdb4b,6a28f2eac42d7d17d60482b303948695,010519:121.44666-31.18555001+01063:121.44666-31.18555001+010523:121.44666-31.18555001+010516:121.44666-31.18555001+01061:121.44666-31.18555001+010517:121.44666-31.18555001+01066:121.44666-31.18555001+010521:121.44666-31.18555001+010524:121.44666-31.18555001+01062:121.44666-31.18555001+01064:121.44666-31.18555001+01067:121.44666-31.18555001+01065:121.44666-31.18555001+
